year,month,CAPE,real stock return,real bond return,
1905,3,19.83150607421840000,-0.009238489871086660000,0.003242275034676780000,
1905,4,19.48292752471130000,-0.035285103841710900000,0.014772721894864800000,
1905,5,18.62948750984510000,0.014901960784313500000,0.003235467499072660000,
1905,6,18.73586238618350000,0.034512596899224800000,0.003232063759122990000,
1905,7,19.20588330954810000,0.028418123783444200000,-0.008173981430873890000,
1905,8,19.57330843080370000,0.017772657888802200000,0.014758950446712300000,
1905,9,19.74349241969780000,0.017034127843986900000,0.003221852650754140000,
1905,10,19.89739481432950000,-0.013757432168927900000,-0.008184076425220570000,
1905,11,19.44352569326500000,0.016119107193291800000,-0.008049810468123700000,
1905,12,19.57796080909610000,0.037524458420684900000,0.003211641709726540000,
1906,1,20.13240226080790000,-0.004207193515703980000,0.001180699380618270000,
1906,2,19.86675256367590000,-0.021534863945578200000,0.001198943579453720000,
1906,3,19.25945302085410000,-0.010518654114365600000,0.001217185726220870000,
1906,4,18.87620499611590000,-0.034190938755256700000,-0.009891727079306520000,
1906,5,18.05404446092640000,0.016385257806826600000,0.001253663875797840000,
1906,6,18.17266637649750000,0.011220943308072300000,0.035795814552620000000,
1906,7,18.19520014351370000,0.053209906884510700000,-0.021205925820011900000,
1906,8,18.96725147754930000,0.022615943063928600000,-0.009819597729877620000,
1906,9,19.20099368200140000,-0.047847462324982700000,-0.020445804744998800000,
1906,10,18.09538090886910000,0.012928182820565800000,-0.009415426408869390000,
1906,11,18.14185165400800000,-0.016286405278552700000,-0.009291967767218410000,
1906,12,17.66000366776870000,-0.014554153578278300000,0.012151080560022700000,
1907,1,17.21891385370600000,-0.048306436575342300000,-0.019416504329465000000,
1907,2,16.21707128876620000,-0.084948325461578900000,0.012349223713464800000,
1907,3,14.68754525597860000,0.008915169660678850000,0.001705686590168120000,
1907,4,14.66970990560270000,-0.050629678275299300000,-0.019152784367938900000,
1907,5,13.79010715342420000,-0.037794266291818000000,-0.008584939055171330000,
1907,6,13.14426995267320000,0.042764668367347000000,0.001750579461291760000,
1907,7,13.58500735796180000,-0.070570229320229400000,0.001765541427245280000,
1907,8,12.51347160444660000,-0.005865427180168360000,0.001780502233393650000,
1907,9,12.32856965773660000,-0.113024083548725000000,-0.008429071800171050000,
1907,10,10.83184015305060000,-0.012967397047832300000,0.044440457970059200000,
1907,11,10.59117755918980000,0.080041273922745400000,0.023599354049476800000,
1907,12,11.33330623581120000,0.059677606324520600000,0.012851833932373500000,
1908,1,11.90296862826700000,-0.020458655045934400000,0.015136896434806200000,
1908,2,11.55484629514480000,0.046338383838383700000,0.003971934330244900000,
1908,3,11.98466266446430000,0.047393113477861600000,-0.007070230032942050000,
1908,4,12.44888915837040000,0.058739640883977800000,0.003957303067398280000,
1908,5,13.07845135543830000,0.005897771952817710000,0.003949987724348290000,
1908,6,13.05168412923000000,0.029874737911978400000,-0.006971969047613880000,
1908,7,13.34548710483440000,0.047277988215488100000,0.003935357615651110000,
1908,8,13.88423289520860000,-0.006759483454398920000,0.003928042850267490000,
1908,9,13.70144226882510000,0.005466305741571590000,-0.006867201837329250000,
1908,10,13.69081035917870000,0.060374242828647600000,-0.006768740449819230000,
1908,11,14.43501409125630000,0.015618365022961300000,-0.006663510725894880000,
1908,12,14.58248290896240000,0.017759578804538600000,0.014580784414800700000,
1909,1,14.76441845644140000,-0.035222497829958200000,-0.008450045418102790000,
1909,2,14.16715751670140000,0.017518939393939200000,0.002111575628815480000,
1909,3,14.33605838058620000,0.027086104212412400000,-0.018535283687435700000,
1909,4,14.64519860308610000,0.026403948330299800000,-0.008094370265787960000,
1909,5,14.95350978658280000,0.010969477078356200000,-0.007980128606795980000,
1909,6,15.04044467608100000,0.017885204081632400000,0.002155651764559120000,
1909,7,15.23150324049770000,0.017442845089670600000,-0.007857044487160850000,
1909,8,15.41758070625480000,-0.005436904590696680000,-0.007738508611183300000,
1909,9,15.25444643682120000,-0.012097621482579900000,-0.017275291790160300000,
1909,10,14.98884529612180000,-0.010934796629697800000,-0.007438787516177440000,
1909,11,14.74563117682460000,0.005717315245455710000,-0.007336062766437610000,
1909,12,14.75063848926500000,-0.008332762098599010000,0.011860470950759500000,
1910,1,14.54788504056410000,-0.032035383597883500000,0.002779586495825100000,
1910,2,14.00203790303270000,0.009125968860572930000,-0.016131783836162300000,
1910,3,14.05000696507780000,-0.029489001187531700000,-0.006584234519645630000,
1910,4,13.55988362082010000,0.006222332560179790000,0.021891151258941900000,
1910,5,13.56879228725140000,-0.034958239546358100000,0.012443828195635200000,
1910,6,13.01965730231590000,-0.046359890109889900000,0.002804542861528200000,
1910,7,12.34258125998520000,0.038732136681094900000,0.012547560427341100000,
1910,8,12.74505515088620000,0.021049804635604500000,0.012648091212176900000,
1910,9,12.93716110107080000,0.082191530687238300000,0.033205634647107200000,
1910,10,13.91886665644580000,0.023794094447715700000,0.023505655964090900000,
1910,11,14.16452317578030000,-0.023720014321518000000,0.002829497998645620000,
1910,12,13.74147841778150000,0.028637200736648200000,0.002834488878873610000,
1911,1,14.04921518140120000,0.054083204689413500000,0.035123927054835800000,
1911,2,14.72148846992830000,-0.017960888691762500000,-0.007447039920824630000,
1911,3,14.37062322197950000,0.032513751921286400000,0.035824032959763400000,
1911,4,14.75293542032940000,0.025772270114942800000,0.003118447668368330000,
1911,5,15.04766059168500000,0.024173699015471100000,0.003120554814988190000,
1911,6,15.32835568471930000,-0.010831049895621000000,-0.007656692297209330000,
1911,7,15.08311057870030000,-0.073590704436145700000,-0.028229273073344200000,
1911,8,13.89979066565440000,-0.060039371585835100000,-0.007208012854575620000,
1911,9,12.99795398325240000,0.010284505959246500000,0.003128983362926660000,
1911,10,13.06647285061920000,0.055503715473896700000,0.013573608856128500000,
1911,11,13.72799758641310000,0.019348790830503000000,0.013694670673974500000,
1911,12,13.92925841957820000,-0.005070780003272880000,-0.007316152498384020000,
1912,1,13.79495263184580000,-0.014718510928066800000,-0.009955596197985690000,
1912,2,13.53163436968660000,0.012241351999734900000,-0.019827651294920600000,
1912,3,13.63976917394420000,0.004972480279104240000,-0.028999980018171600000,
1912,4,13.65439269055320000,0.003077858880778490000,0.000457615536463729000,
1912,5,13.64550068561240000,0.014075866551578800000,0.010401193935937000000,
1912,6,13.78541740450250000,0.005182672233820410000,0.000528838599537007000,
1912,7,13.80287664501580000,0.017011357725888400000,-0.009247069723364090000,
1912,8,13.98476176342630000,-0.000646551849058818000,-0.009116556488526490000,
1912,9,13.92628500131590000,0.002014029749831000000,0.000635583660351102000,
1912,10,13.90509270117850000,-0.007120596205962170000,0.000671141601426006000,
1912,11,13.74954101860650000,-0.022366679422299000000,0.010519584488482200000,
1912,12,13.38899945257960000,-0.013933725678386700000,-0.008975729245387810000,
1913,1,13.14808879176160000,-0.031182795698924700000,0.005645293335317710000,
1913,2,12.68296051623680000,-0.014492753623188200000,0.005627319732204760000,
1913,3,12.44345351518370000,0.003409090909090700000,0.005609349506740860000,
1913,4,12.43306708179520000,-0.012678418540280700000,0.015958304135767800000,
1913,5,12.22140106115410000,-0.055352667382743000000,-0.004687534044230170000,
1913,6,11.49196285276120000,0.008185301288749840000,-0.004601666693083480000,
1913,7,11.53402279545990000,0.031591737545564800000,0.005537502502921180000,
1913,8,11.84684054356460000,0.004059171597633030000,-0.004535646235605100000,
1913,9,11.84331682662600000,-0.026963657678780600000,0.005501599425244970000,
1913,10,11.47149024031230000,-0.030278330496487800000,-0.004471630679305560000,
1913,11,11.07253784503800000,0.013763975155279200000,0.015520367129376200000,
1913,12,11.17404087003680000,0.045968076285240600000,0.005447770476961320000,
1914,1,11.63609210504610000,0.028102611137258900000,0.013056442717399100000,
1914,2,11.91023387979820000,-0.014298349056604000000,0.002931601237570860000,
1914,3,11.68552601883680000,-0.009425284536891840000,0.013171378440476600000,
1914,4,11.52266253620020000,0.000616800185765820000,-0.007187690931701130000,
1914,5,11.47900869416450000,-0.000305997552019321000,0.002948769647024730000,
1914,6,11.42871516883190000,-0.060281365313653200000,-0.007075052616959510000,
1914,7,10.69434518304010000,-0.014927151416122000000,-0.016705671673333400000,
1914,8,10.49204626507640000,0.004720052083333260000,0.002965937408356160000,
1914,9,10.50049730180210000,0.014612984735973500000,0.012902072325383900000,
1914,10,10.61275946612620000,-0.005237587656590330000,-0.006855729367436390000,
1914,11,10.51691764299210000,-0.028890779702970200000,0.012913630309880200000,
1914,12,10.17221799199790000,0.022458049886621400000,0.002988826750272230000,
1915,1,10.35983419775730000,0.001242390819964130000,0.014862425261796400000,
1915,2,10.32978620966070000,0.040925287199000000000,0.014951544817435300000,
1915,3,10.70701318868280000,0.069157496697490200000,-0.005258120507893760000,
1915,4,11.40112378900020000,-0.028711654949278600000,-0.005170766212836300000,
1915,5,11.02692987647130000,0.015775681341718700000,0.004765275951242650000,
1915,6,11.15426218909630000,0.000682006633499377000,0.004753026744513940000,
1915,7,11.11362939394960000,0.046886183936745600000,0.004740778505988750000,
1915,8,11.58483164160460000,0.041392215568862400000,0.004728531236808160000,
1915,9,12.01157075782590000,0.049160959033343900000,-0.005133874718141200000,
1915,10,12.54907613322020000,0.028837500796668600000,-0.005050368540511330000,
1915,11,12.85771445355930000,0.005902043692741500000,0.004691795256766880000,
1915,12,12.87844460218600000,-0.021448460997511700000,-0.004980828430098950000,
1916,1,12.54356369251620000,-0.009899071096820420000,0.002152462358281590000,
1916,2,12.35465232645880000,-0.008604209799861980000,-0.007378621194919170000,
1916,3,12.17705279574850000,-0.015975622929569200000,-0.007275353350299390000,
1916,4,11.90648177659320000,0.016905995940195400000,-0.007173766995107740000,
1916,5,12.02625667190520000,0.004768218866115110000,-0.007073815443344510000,
1916,6,11.99596122294660000,-0.009385683760683610000,0.002219218002570630000,
1916,7,11.79116527525460000,0.002962318725337370000,-0.006962227532388840000,
1916,8,11.73208263887420000,0.026747513642674700000,-0.015812570456689300000,
1916,9,11.94455241750450000,0.017296199627002000000,-0.015479840474150900000,
1916,10,12.04574176337080000,0.009760070866370540000,-0.015158220271076100000,
1916,11,12.05323040323050000,-0.043899940333457100000,-0.006354443088759990000,
1916,12,11.41355918884950000,-0.027003546717832600000,-0.006267363054422550000,
1917,1,10.99236142738340000,-0.075076998432602200000,-0.023794505571440100000,
1917,2,10.06318773873570000,0.036475636766334600000,0.001263019210336890000,
1917,3,10.32715708010790000,-0.056797606260549300000,-0.046390830106080100000,
1917,4,9.64453119728123000,-0.043408277671755700000,-0.014329334037885300000,
1917,5,9.13898881337358000,0.010406899345951200000,-0.014062443991135700000,
1917,6,9.14822025953958000,-0.006509408416298100000,0.017015820335051200000,
1917,7,9.00347237722880000,-0.038471923222776500000,-0.014010082035357600000,
1917,8,8.57268046675378000,-0.063259335325417900000,-0.021165887192249800000,
1917,9,7.95082326421706000,-0.061442262664963800000,-0.013387115168160000000,
1917,10,7.38713371110814000,-0.075963541666666400000,0.001475739884801990000,
1917,11,6.75301360477431000,-0.040143393331121600000,-0.013118166056937600000,
1917,12,6.41259389811982000,0.045728291316526700000,-0.019932466997171000000,
1918,1,6.64064602865535000,0.030893525212880600000,-0.002849603561280500000,
1918,2,6.78434355163028000,-0.005734474139588390000,0.011441507146257000000,
1918,3,6.68635576045589000,-0.016228782954135200000,-0.009881128285788350000,
1918,4,6.52072773054716000,0.017794570121319400000,-0.016519075048248000000,
1918,5,6.58236323162108000,-0.005319197571501790000,-0.009409364148889380000,
1918,6,6.49629131864105000,-0.011898306591404000000,-0.022353409310335200000,
1918,7,6.37132409384899000,-0.003704296147704840000,-0.015318721119922400000,
1918,8,6.30307376091459000,-0.017814227854057700000,-0.014949547301311400000,
1918,9,6.14917056243168000,0.029293075817860400000,-0.014594395049623000000,
1918,10,6.29051532119132000,0.012608168511320200000,-0.014252490165291400000,
1918,11,6.33332749535415000,-0.025909842845326800000,-0.007946890865982330000,
1918,12,6.13458041128343000,-0.000351265822784774000,0.004220804244902790000,
1919,1,6.09846763995010000,0.028501513721789700000,0.019157306265059200000,
1919,2,6.23969277136498000,0.023740250092856300000,-0.011537790325446300000,
1919,3,6.35607400486914000,0.020300458196906800000,-0.017273007235295700000,
1919,4,6.45613955581927000,0.061908084199044000000,-0.011101148900256200000,
1919,5,6.82900226148203000,0.031865477517651500000,0.000780182069857194000,
1919,6,7.02161521478413000,0.007706115499977130000,-0.027940750436639300000,
1919,7,7.05283716544631000,-0.078426010087508300000,-0.016107069396988400000,
1919,8,6.47913110170528000,0.015121670065743500000,-0.004728213746858500000,
1919,9,6.55848167206126000,0.038515247024484700000,-0.015657083529902700000,
1919,10,6.79470419994930000,-0.045957965885631900000,-0.020671492307314800000,
1919,11,6.46702257413313000,-0.045217752598964200000,-0.020176107651269900000,
1919,12,6.16071703379918000,-0.025772714863263400000,-0.019699689383648600000,
1920,1,5.98966777113944000,-0.087161430051011100000,-0.006930541322456410000,
1920,2,5.45534764990777000,0.064850065801842500000,-0.006817462951785760000,
1920,3,5.79882272755716000,-0.032510700696776600000,-0.026278769100563500000,
1920,4,5.59985872550619000,-0.071457764167983800000,-0.011226018036843300000,
1920,5,5.18895046204750000,-0.026175296124362300000,-0.011007705046131100000,
1920,6,5.04363968045162000,0.009018707710114040000,0.008227841820551700000,
1920,7,5.08059291954080000,-0.009948040247530270000,0.028127067701602800000,
1920,8,5.02070107792286000,0.056790844298245700000,0.018472481527637600000,
1920,9,5.29716277010806000,0.011764668322553200000,0.008472214248427260000,
1920,10,5.35117739342416000,-0.040528577868362200000,0.008506413484362210000,
1920,11,5.12640793094793000,-0.065001516070345800000,0.024136864337686900000,
1920,12,4.78424104508325000,0.072352654764664900000,0.024581306913421500000,
1921,1,5.12218414688738000,0.031418992947267500000,0.042289465022489200000,
1921,2,5.27485719120505000,-0.014266216711301000000,0.014851177924923900000,
1921,3,5.19234815868418000,0.021499441892586500000,0.020448815513427000000,
1921,4,5.29708592273968000,0.059709392485031200000,0.032065192893723000000,
1921,5,5.60946922533078000,-0.069120475293667300000,0.014952134234175200000,
1921,6,5.21611096098932000,-0.002603412831902690000,0.003477251630959130000,
1921,7,5.19777936190547000,-0.006167687595712070000,0.009139779274515150000,
1921,8,5.16129482321573000,0.042692691029900400000,0.020633379320218500000,
1921,9,5.37752442545826000,0.019519667170953200000,0.009061885718229410000,
1921,10,5.47925767805335000,0.065594084176817000000,0.014822023462048600000,
1921,11,5.83819699320089000,0.046856834072933800000,0.014816542331842300000,
1921,12,6.11415884941727000,0.027685359818896600000,0.032825922856969800000,
1922,1,6.28708729034713000,0.027263698630136900000,0.003180336036485490000,
1922,2,6.46130587269698000,0.055300424619928900000,0.015198782807158700000,
1922,3,6.82138724903604000,0.065855943152455000000,0.003188855990148070000,
1922,4,7.27325339020987000,0.043857084855866600000,0.003193115921812590000,
1922,5,7.59346725891938000,-0.004640484564283010000,0.003197375823381420000,
1922,6,7.55798735175513000,0.005901685920916440000,-0.002769802612842210000,
1922,7,7.60209504577403000,0.054992850367392000000,0.015292713554785300000,
1922,8,8.02003068989578000,0.030742733106832800000,0.003210155347623810000,
1922,9,8.26508300228431000,0.020541819231294500000,-0.002792856817959490000,
1922,10,8.43215199876190000,-0.050807974647742400000,-0.002752864851253150000,
1922,11,7.99825377226984000,-0.003375470683163130000,-0.002713295780852890000,
1922,12,7.96467986494000000,0.024586751319738200000,0.009198784734830930000,
1923,1,8.15420048306916000,0.047502808988763700000,0.005645522318620920000,
1923,2,8.53336057906597000,0.020788433908046200000,0.005627019858120750000,
1923,3,8.70073750097854000,-0.036165705572671700000,-0.000341825116647265000,
1923,4,8.37280966846382000,-0.042506410256410100000,0.005590026238520670000,
1923,5,8.00049786759821000,-0.038752063685912800000,-0.000343591583582659000,
1923,6,7.67182528267308000,-0.039658447660476200000,-0.006139429565034100000,
1923,7,7.34598511949065000,0.016281857801382400000,0.011414883256554400000,
1923,8,7.44178317421737000,0.005692829457364380000,-0.000329939345065866000,
1923,9,7.45818386718979000,-0.015064813173044000000,-0.000314516462214920000,
1923,10,7.31740039562148000,0.035370485678704700000,0.005479136296800970000,
1923,11,7.54632791191623000,0.039197904070939100000,0.005460667972734260000,
1923,12,7.80973914493874000,0.037930799220272900000,0.005442203476989650000,
1924,1,8.07224944603738000,0.015432595231197600000,0.010584608304939500000,
1924,2,8.16206622085036000,-0.008374154727920020000,0.010605860732441100000,
1924,3,8.05807704411609000,-0.012070334685598400000,0.010627515316975300000,
1924,4,7.92362034832798000,0.001748039215686340000,0.004704581654042750000,
1924,5,7.89969833066529000,0.024203069657615200000,0.004691751561948450000,
1924,6,8.05167694639665000,0.045431131259331200000,-0.001196392723564310000,
1924,7,8.37771213997183000,0.045457641196013300000,0.010575895367389800000,
1924,8,8.71741830854833000,-0.010593414895792900000,-0.001221897158473100000,
1924,9,8.58167037520905000,-0.013814912005028000000,-0.001200490163260850000,
1924,10,8.41949103587242000,0.060864366557137600000,0.004627618282438070000,
1924,11,8.88832736125097000,0.052576771480424200000,-0.001192226864140440000,
1924,12,9.31063968041637000,0.045884186351705900000,0.004601973015005760000,
1925,1,9.69261885225499000,0.018793041390073400000,0.010291643490551800000,
1925,2,9.83080472281957000,-0.027502695147650800000,-0.001365839298537620000,
1925,3,9.51853753881003000,-0.000263040826375960000,0.010268240782894900000,
1925,4,9.47656678790307000,0.030735625979322600000,-0.001388970559864760000,
1925,5,9.72900769402133000,0.010738970423230800000,-0.007073641526907150000,
1925,6,9.79638618045061000,0.020583106647136700000,-0.006955435584671150000,
1925,7,9.96399389178780000,0.017892642642642700000,0.004382015237469390000,
1925,8,10.11091845848890000,0.027462962962963000000,0.004370386170931440000,
1925,9,10.35924761134850000,0.037298725745728200000,0.004358757952838800000,
1925,10,10.71849599702290000,0.018039458929072000000,-0.012391988258928000000,
1925,11,10.88631744030790000,0.026092028397750800000,0.009946316937665010000,
1925,12,11.14736523913730000,0.019311797752809000000,0.004323878398734490000,
1926,1,11.34096618850620000,0.005632411067193700000,0.005420912754481750000,
1926,2,11.38943567274800000,-0.058522908666850100000,0.011048748356325100000,
1926,3,10.71235206273250000,-0.028952360228761600000,-0.000236692130726857000,
1926,4,10.39558768595470000,0.017279379379869100000,0.011007572785161700000,
1926,5,10.57515846380610000,0.058172296834985100000,0.011018903177375700000,
1926,6,11.19797974023000000,0.058565235342692000000,0.016807918426493300000,
1926,7,11.86969405848130000,0.049977685483723900000,0.011075686300465100000,
1926,8,12.48880821952190000,0.013657992160278900000,-0.000466779482448776000,
1926,9,12.69261482334470000,-0.023877393018018400000,-0.000454465251259251000,
1926,10,12.42651752158330000,0.011676950714676600000,-0.000442515312402358000,
1926,11,12.61525121234450000,0.027103866565580100000,0.005216359503440240000,
1926,12,13.00905272899310000,0.009033707508207200000,0.016683889865690000000,
1927,1,13.18593062867780000,0.029660515668782600000,0.008617127000240420000,
1927,2,13.63396613221620000,0.025598981034030200000,0.008649746499840290000,
1927,3,14.03325750760450000,0.028819394376351900000,0.002852217192466980000,
1927,4,14.48822220915710000,0.032754808820079800000,-0.002911989005612400000,
1927,5,15.00234705573710000,0.005505952380952190000,-0.008545198377265200000,
1927,6,15.12033348174750000,0.044082397439928700000,0.020240607034568600000,
1927,7,15.82080259447770000,0.063436233052185800000,0.008679970519529510000,
1927,8,16.86286185276380000,0.054536472437878300000,-0.002948054858879940000,
1927,9,17.81872371351640000,-0.017306147570645600000,-0.002915427545713720000,
1927,10,17.53723785226110000,0.032529300259214200000,0.008644181048196970000,
1927,11,18.13130143495240000,0.027207893708480100000,0.002846683727377730000,
1927,12,18.64662402140250000,0.007716208476517880000,0.002845992044916200000,
1928,1,18.80612857170080000,0.003343499698094550000,0.012585163715981100000,
1928,2,18.86885051958400000,0.057496150885296200000,0.000899735969608795000,
1928,3,19.94341779906450000,0.066651598173516100000,0.000920492144399043000,
1928,4,21.25790924948750000,0.028364608307360500000,-0.004878180463714350000,
1928,5,21.83273217874000000,-0.040043859649122800000,0.006815574608067590000,
1928,6,20.91342157686670000,0.010938923939712400000,0.000982743062526659000,
1928,7,21.08190543529680000,0.035939892136395400000,0.001003487516241690000,
1928,8,21.76213150257920000,0.061356277433268800000,-0.010548305387926700000,
1928,9,23.00464944615920000,0.029556531566169900000,0.006864996556471990000,
1928,10,23.57834423958500000,0.070846064814814600000,0.001065703389118160000,
1928,11,25.12198457110960000,0.012863299232952700000,0.006940742844734560000,
1928,12,25.30159102742610000,0.076961843052555600000,0.001107166113026860000,
1929,1,27.08319962083280000,0.008145615446500500000,0.005154336235617010000,
1929,2,27.13167279824740000,0.026544735541275600000,0.011047984449709600000,
1929,3,27.67574843786190000,0.002917472335785210000,0.011063949431772100000,
1929,4,27.56845447289830000,0.012010191734921600000,-0.000814728745130000000,
1929,5,27.69858687500810000,0.016074274627418900000,-0.000798943021936505000,
1929,6,27.93546783028870000,0.079408481526100200000,-0.006559373817571100000,
1929,7,29.93328940684220000,0.059603230337078600000,0.005040923761610250000,
1929,8,31.48031324717300000,0.042469545957918100000,0.005022037169546190000,
1929,9,32.56378859877670000,-0.103221512247071000000,0.005003155025135930000,
1929,10,28.96106716435480000,-0.261879242586638000000,0.004984277336974150000,
1929,11,21.17103600009700000,0.049840714248047000000,0.010808226230615300000,
1929,12,22.00737317641830000,0.024221129146854600000,0.010823415687635500000,
1930,1,22.31072429433680000,0.072646577884954300000,0.008285993446193190000,
1930,2,23.69711774933590000,0.047385262587323200000,0.008324445823088220000,
1930,3,24.58660779266890000,0.060604282356217200000,-0.003499784021628210000,
1930,4,25.84343686201830000,-0.050930066267850800000,0.008331570528232750000,
1930,5,24.30976063390820000,-0.092321266957075500000,0.008370438704450760000,
1930,6,21.86689933338950000,-0.005760626147713550000,0.014484487346571700000,
1930,7,21.54879759254660000,-0.002949432597580630000,0.008486049566530650000,
1930,8,21.30060224111820000,-0.002607652833556460000,-0.003624267091971610000,
1930,9,21.07258178844730000,-0.128458847376557000000,0.008493175098793550000,
1930,10,18.21487015465860000,-0.062308090156794300000,0.008533782236335830000,
1930,11,16.93971137777520000,-0.044392622323873600000,0.021103724202431000000,
1930,12,16.05500185653130000,0.048522110574499300000,0.015037702788041500000,
1931,1,16.70547873154760000,0.095091485774415400000,0.013141446957238000000,
1931,2,18.16149243697610000,0.030302747962631700000,0.006837298959738060000,
1931,3,18.57956103279130000,-0.084994534714682900000,0.006905633103726270000,
1931,4,16.87231533160970000,-0.079796754417053500000,0.013556033611101800000,
1931,5,15.40153999911010000,-0.013977530582346900000,0.013756384269026500000,
1931,6,15.06247607464320000,0.038492549867820400000,0.000531436583975475000,
1931,7,15.51675009551630000,-0.024928471737613100000,0.000558200523371077000,
1931,8,15.00627660288650000,-0.138056754596323000000,0.007255525049136400000,
1931,9,12.81774526110690000,-0.121739321597349000000,0.007327225839304010000,
1931,10,11.14592640766090000,0.034316780045351700000,0.014252586236807300000,
1931,11,11.41560029564470000,-0.175494746001820000000,0.007519069578250100000,
1931,12,9.30603286796832000,0.012040414167191500000,0.021685470459213100000,
1932,1,9.31240645517784000,0.013438014469224500000,0.019893180905245600000,
1932,2,9.33693225100841000,0.018360527686165400000,0.012789860227980100000,
1932,3,9.41306502801221000,-0.226991627037353000000,0.012819397930011700000,
1932,4,7.19223319611549000,-0.100557586359198000000,0.020242753198268300000,
1932,5,6.39085728988145000,-0.117880591438027000000,0.012934720610895200000,
1932,6,5.56505937152897000,0.061378406708595400000,0.005519079171769640000,
1932,7,5.83876367185120000,0.524293536384022000000,0.012945256213648500000,
1932,8,8.83465320518121000,0.111598382589047000000,0.012978733181729700000,
1932,9,9.76116856406371000,-0.125909340542640000000,0.013013051118931300000,
1932,10,8.47860660768908000,0.003881077275564640000,0.013048228984353400000,
1932,11,8.46330956712290000,-0.019284283471387700000,0.013084286315512500000,
1932,12,8.25707399910068000,0.061849269135465700000,0.020974896299042800000,
1933,1,8.72804616281353000,-0.098744488744266600000,0.019908786303585800000,
1933,2,7.82605175131660000,0.011229100529100500000,0.012052973538730500000,
1933,3,7.87468132294317000,0.112359550561798000000,0.004071859026297140000,
1933,4,8.72310164606811000,0.293118045476536000000,0.004059666599430580000,
1933,5,11.24965125193240000,0.166521673516853000000,-0.003858410423687730000,
1933,6,13.09887551726950000,0.051459675701092300000,-0.026622281096861600000,
1933,7,13.75430449387450000,-0.053676794660766200000,-0.003583140036660940000,
1933,8,12.99952705036770000,-0.004881287097781790000,0.004010907257305350000,
1933,9,12.92292061488600000,-0.093809073724007600000,0.003998720019255500000,
1933,10,11.69625356814370000,0.027966841186736400000,0.003986533822662560000,
1933,11,12.01176619338990000,0.023176550783912800000,0.003974348668761120000,
1933,12,12.28180162260110000,0.060855901036442500000,0.003962164558787510000,
1934,1,13.02511982833240000,0.069394572769685200000,-0.002609984759228470000,
1934,2,13.92692290427430000,-0.047979240282685500000,0.004926141136756270000,
1934,3,13.25453762974010000,0.020199410304158900000,0.004906287567428390000,
1934,4,13.51838928449010000,-0.098258547008547000000,0.004886439508068770000,
1934,5,12.18158323502400000,0.009442149598592130000,-0.002632407484962300000,
1934,6,12.28772648395240000,-0.043546277665995800000,0.004846759964722840000,
1934,7,11.74152422931820000,-0.035139915522703300000,0.004826928503534500000,
1934,8,11.31502598182910000,-0.034488458845076500000,-0.009969472440293670000,
1934,9,10.90995408328880000,0.019586864642420200000,0.012230151016789900000,
1934,10,11.10835260535170000,0.032115456238361200000,0.004767467499231290000,
1934,11,11.44880869020570000,0.018139600908500900000,0.012245775182380600000,
1934,12,11.63933756647590000,-0.010715760386227800000,-0.010047554868141700000,
1935,1,11.49590796820160000,-0.033296022449590800000,-0.003988383103919690000,
1935,2,11.08781215905560000,-0.059298440979955700000,0.003326070952589300000,
1935,3,10.39827240479000000,0.071515490746006300000,-0.003953501787385960000,
1935,4,11.10421020714950000,0.082626594764011900000,0.003307750693786190000,
1935,5,11.98557668348010000,0.049313119970054100000,0.010621938590434000000,
1935,6,12.53951932444390000,0.055994729907773400000,0.003289432155376470000,
1935,7,13.20213793651100000,0.071048513302034200000,0.003280273532261460000,
1935,8,14.10505684666900000,0.024333040164174800000,0.003271115340375940000,
1935,9,14.41889170270740000,0.029931093884582300000,0.003261957580097620000,
1935,10,14.82623262711410000,0.089225067276205200000,-0.004017147576107270000,
1935,11,16.12960516325110000,0.003003578732106330000,0.003243643355875350000,
1935,12,16.15919271461530000,0.058282208588956900000,0.003234486892688570000,
1936,1,17.08735984599720000,0.060380329457364400000,0.001990552604775210000,
1936,2,18.10453645951780000,0.031645220357689600000,0.009306476970903030000,
1936,3,18.66047820392600000,0.004243309780170620000,0.001994771231743190000,
1936,4,18.71899966515150000,-0.050104541890681300000,0.001996880538837510000,
1936,5,17.75019251932860000,0.038257766669066700000,-0.005261872403555910000,
1936,6,18.39300106583130000,0.054813875244256600000,-0.005207541860757340000,
1936,7,19.36046451231910000,0.015774957155098500000,-0.005153957339959820000,
1936,8,19.62306016298380000,0.014545263600084200000,0.002005317724637970000,
1936,9,19.86202424328760000,0.055694013499480800000,0.002007427010447540000,
1936,10,20.91309185253310000,0.031198603710282000000,0.002009536292002730000,
1936,11,21.49976534102420000,-0.013824884792626800000,0.002011645569304220000,
1936,12,21.12566354815540000,0.027294848663734300000,-0.005092725688444210000,
1937,1,21.61874158295350000,0.033068031078264300000,0.003103729101448180000,
1937,2,22.24422155280520000,-0.004712010328120080000,-0.003968243830312470000,
1937,3,22.04219701605060000,-0.062708988082122300000,-0.003926707126968960000,
1937,4,20.55657945743290000,-0.047373073028937100000,-0.003885857018797730000,
1937,5,19.47417468657210000,-0.033230769230769300000,0.003072059043696780000,
1937,6,18.71165996036500000,0.056477645294999500000,-0.003853541527736870000,
1937,7,19.64672327960760000,0.014249311003822000000,0.003056225652978920000,
1937,8,19.80698257738100000,-0.143649790238021000000,-0.003821884531902690000,
